date,year,month,waterYear,WindSpd_QL,WindSpd_QC,WindSpd_UQL,WindSpd,WindSpd_Med,WindSpd_Avg,WindSpd_Min,WindSpd_Max
12/19/2014,2014,Dec,2014-2015,1,,2,10.51,10.45,10.58983333,2.979,20.76
12/20/2014,2014,Dec,2014-2015,1,,2,6.839,10.45,9.662833333,0,28.07
12/21/2014,2014,Dec,2014-2015,1,,2,6.991,6.985,6.983625,0.529,18.91
12/22/2014,2014,Dec,2014-2015,1,,2,9.22,4.9475,4.912791667,0.588,19.09
12/23/2014,2014,Dec,2014-2015,1,,2,10.99,12.29,12.575,3.018,28.54
12/24/2014,2014,Dec,2014-2015,1,,2,2.708,5.677,5.766958333,0,17.19
12/25/2014,2014,Dec,2014-2015,1,,2,3.9,2.978,2.778083333,0,7.389
12/26/2014,2014,Dec,2014-2015,1,MV:1 of 24 missing,3,8.32,5.255,5.124826087,0.353,14.5
12/27/2014,2014,Dec,2014-2015,1,,2,3.921,8.15,7.775625,0.608,18.7
12/28/2014,2014,Dec,2014-2015,1,,2,9.46,4.609,5.189791667,0.412,16.56
12/29/2014,2014,Dec,2014-2015,1,,2,4.225,4.939,5.724625,0,18.38
12/30/2014,2014,Dec,2014-2015,1,,2,3.677,3.538,3.393416667,0,8.58
12/31/2014,2014,Dec,2014-2015,1,,2,2.077,3.053,2.814291667,0,6.272
1/1/2015,2015,Jan,2014-2015,1,,2,10.25,2.229,3.990916667,0,15.07
1/2/2015,2015,Jan,2014-2015,1,,2,3.815,4.0805,4.262541667,0,14.92
1/3/2015,2015,Jan,2014-2015,1,,2,3.573,3.572,3.451583333,0,9.13
1/4/2015,2015,Jan,2014-2015,1,,2,7.84,9.27,9.5655,0.176,24.74
1/5/2015,2015,Jan,2014-2015,1,,2,13.75,5.3185,7.255208333,0,21.46
1/6/2015,2015,Jan,2014-2015,1,,2,2.453,5.9575,5.970791667,0,18.78
1/7/2015,2015,Jan,2014-2015,1,,2,4.931,3.357,3.816125,0,10.35
1/8/2015,2015,Jan,2014-2015,1,,2,4.589,3.8735,3.503333333,0,8.53
1/9/2015,2015,Jan,2014-2015,1,,2,2.268,2.9735,2.945,0,7.801
1/10/2015,2015,Jan,2014-2015,1,,2,0.97,2.5975,2.336041667,0,5.096
1/11/2015,2015,Jan,2014-2015,1,,2,3.735,3.4505,3.047208333,0,7.232
1/12/2015,2015,Jan,2014-2015,1,,2,5.965,3.3045,3.490458333,0,11.25
1/13/2015,2015,Jan,2014-2015,1,,2,1.597,7.325,7.244083333,0.235,15.56
1/14/2015,2015,Jan,2014-2015,1,,2,9.77,1.6845,2.970416667,0,15.23
1/15/2015,2015,Jan,2014-2015,1,,2,2.282,11.305,10.13666667,0.764,22.58
1/16/2015,2015,Jan,2014-2015,1,,2,10.18,6.3155,5.956,0.47,17.66
1/17/2015,2015,Jan,2014-2015,1,,2,4.566,7.6585,6.991166667,0,22.66
1/18/2015,2015,Jan,2014-2015,1,,2,4.441,5.496,5.253041667,0,19.84
1/19/2015,2015,Jan,2014-2015,1,,2,7.488,5.558,5.575291667,0.274,12.39
1/20/2015,2015,Jan,2014-2015,1,,2,11.48,9.6,9.6725,2.372,19.11
1/21/2015,2015,Jan,2014-2015,1,,2,12.15,14.26,14.3825,4.508,25.34
1/22/2015,2015,Jan,2014-2015,1,,2,9.27,10.445,10.58416667,2.45,25.17
1/23/2015,2015,Jan,2014-2015,1,,2,3.219,9.015,8.220916667,0.921,23.19
1/24/2015,2015,Jan,2014-2015,1,,2,6.16,10.605,8.978125,0,23.03
1/25/2015,2015,Jan,2014-2015,1,,2,2.279,3.5435,4.160875,0,14.48
1/26/2015,2015,Jan,2014-2015,1,,2,12.09,4.342,6.273958333,0,18.62
1/27/2015,2015,Jan,2014-2015,1,,2,4.666,4.725,4.946333333,0,14.41
1/28/2015,2015,Jan,2014-2015,1,,2,4.38,4.3735,4.675375,0.412,12.66
1/29/2015,2015,Jan,2014-2015,1,,2,5.113,5.047,4.952916667,0,12.05
1/30/2015,2015,Jan,2014-2015,1,,2,1.498,8.17,7.248,0,16.23
1/31/2015,2015,Jan,2014-2015,1,,2,2.911,2.422,2.407,0,6.978
2/1/2015,2015,Feb,2014-2015,1,,2,6.041,7.2515,7.186291667,0,19.85
2/2/2015,2015,Feb,2014-2015,1,,2,8.33,7.2965,7.979666667,0.941,18.54
2/3/2015,2015,Feb,2014-2015,1,,2,2.877,3.948,4.329625,0,11.27
2/4/2015,2015,Feb,2014-2015,1,,2,4.743,3.2865,3.320416667,0,9.45
2/5/2015,2015,Feb,2014-2015,1,,2,12.84,12.24,11.73841667,1.137,26.07
2/6/2015,2015,Feb,2014-2015,1,,2,6.636,12.43,12.36733333,1.529,22.99
2/7/2015,2015,Feb,2014-2015,1,,2,3.782,2.3935,2.674416667,0,11.11
2/8/2015,2015,Feb,2014-2015,1,,2,3.482,3.4885,3.9725,0,17.01
2/9/2015,2015,Feb,2014-2015,1,,2,2.84,2.563,2.603833333,0,7.174
2/10/2015,2015,Feb,2014-2015,1,,2,8.11,3.2945,3.990541667,0,13.7
2/11/2015,2015,Feb,2014-2015,1,,2,10.97,9.665,9.063375,0.862,18.66
2/12/2015,2015,Feb,2014-2015,1,,2,7.662,10.29,9.736,1.372,19.27
2/13/2015,2015,Feb,2014-2015,1,,2,2.7,2.4925,4.53775,0,18.38
2/14/2015,2015,Feb,2014-2015,1,,2,4.17,3.3385,2.97925,0,5.684
2/15/2015,2015,Feb,2014-2015,1,,2,1.746,2.491,2.567291667,0,7.781
2/16/2015,2015,Feb,2014-2015,1,,2,2.184,2.178,2.006291667,0,6.096
2/17/2015,2015,Feb,2014-2015,1,,2,1.406,2.347,2.2755,0,5.821
2/18/2015,2015,Feb,2014-2015,1,,2,5.498,5.54,5.151208333,0,12.72
2/19/2015,2015,Feb,2014-2015,1,,2,1.901,2.3025,2.70525,0,10.11
2/20/2015,2015,Feb,2014-2015,1,,2,2.54,2.201,2.173416667,0,4.959
2/21/2015,2015,Feb,2014-2015,1,,2,0.375,2.1325,1.993541667,0,5.312
2/22/2015,2015,Feb,2014-2015,1,,2,2.616,2.0815,2.199958333,0,4.959
2/23/2015,2015,Feb,2014-2015,1,,2,3.058,2.0255,2.047541667,0,6.076
2/24/2015,2015,Feb,2014-2015,1,,2,2.178,2.311,2.585125,0,6.135
2/25/2015,2015,Feb,2014-2015,1,,2,5.418,3.108,3.125916667,0,9.84
2/26/2015,2015,Feb,2014-2015,1,,2,2.639,2.963,4.535875,0,11.9
2/27/2015,2015,Feb,2014-2015,1,,2,4.009,5.118,5.477333333,0.098,17.4
2/28/2015,2015,Feb,2014-2015,1,,2,1.451,2.5865,2.875583333,0,9.29
3/1/2015,2015,Mar,2014-2015,1,,2,4.552,1.2645,1.683083333,0,8.88
3/2/2015,2015,Mar,2014-2015,1,,2,3.422,4.167,4.159458333,0.02,9.55
3/3/2015,2015,Mar,2014-2015,1,,2,1.784,2.201,2.399375,0,6.703
3/4/2015,2015,Mar,2014-2015,1,,2,5.868,3.588,3.660125,0,9.66
3/5/2015,2015,Mar,2014-2015,1,,2,9.92,10.215,10.40016667,3.097,20.03
3/6/2015,2015,Mar,2014-2015,1,,2,2.279,3.4425,3.755,0,12.88
3/7/2015,2015,Mar,2014-2015,1,,2,1.378,1.544,1.806875,0,4.978
3/8/2015,2015,Mar,2014-2015,1,,2,1.633,1.701,1.860166667,0,6.115
3/9/2015,2015,Mar,2014-2015,1,,2,1.487,2.7885,2.928958333,0,7.389
3/10/2015,2015,Mar,2014-2015,1,,2,4.644,1.7895,1.937916667,0,12.58
3/11/2015,2015,Mar,2014-2015,1,,2,10.79,10.455,9.818875,0,20.21
3/12/2015,2015,Mar,2014-2015,1,,2,10.9,9.98,10.11154167,3.763,25.91
3/13/2015,2015,Mar,2014-2015,1,,2,8.43,9.555,9.626708333,3.156,19.09
3/14/2015,2015,Mar,2014-2015,1,,2,4.218,5.254,6.132208333,0,21.11
3/15/2015,2015,Mar,2014-2015,1,,2,3.926,4.2775,4.298125,0.176,10.7
3/16/2015,2015,Mar,2014-2015,1,,2,4.646,1.989,2.514125,0,6.605
3/17/2015,2015,Mar,2014-2015,1,,2,3.314,2.7805,2.677875,0,8.19
3/18/2015,2015,Mar,2014-2015,1,,2,4.347,7.264,7.826083333,0.588,22.13
3/19/2015,2015,Mar,2014-2015,1,,2,2.888,6.38,6.981291667,0,19.46
3/20/2015,2015,Mar,2014-2015,1,,2,2.461,2.7945,2.842291667,0,20.48
3/21/2015,2015,Mar,2014-2015,1,,2,3.617,2.0235,2.115583333,0,5.978
3/22/2015,2015,Mar,2014-2015,1,,2,6.538,3.5125,4.364791667,0,16.5
3/23/2015,2015,Mar,2014-2015,1,,2,2.746,4.628,4.275208333,0.196,11.51
3/24/2015,2015,Mar,2014-2015,1,,2,7.438,4.716,4.958958333,0,18.13
3/25/2015,2015,Mar,2014-2015,1,,2,9.82,10.905,10.89166667,2.862,19.64
3/26/2015,2015,Mar,2014-2015,1,,2,10.32,9.275,8.838875,0,20.38
3/27/2015,2015,Mar,2014-2015,1,,2,4.261,2.8175,3.4185,0,15.05
3/28/2015,2015,Mar,2014-2015,1,,2,9.49,9.605,9.004958333,0,25.85
3/29/2015,2015,Mar,2014-2015,1,,2,3.394,6.783,5.875458333,0.02,13.41
3/30/2015,2015,Mar,2014-2015,1,,2,1.477,7.07,7.778541667,0.392,22.36
3/31/2015,2015,Mar,2014-2015,1,,2,5.106,4.306,4.133416667,0,10.07
4/1/2015,2015,Apr,2014-2015,1,,2,3.449,3.3405,3.440666667,0,9.35
4/2/2015,2015,Apr,2014-2015,1,,2,9.59,8.745,7.841416667,1.744,19.09
4/3/2015,2015,Apr,2014-2015,1,,2,6.733,5.6105,5.841875,0.255,16.62
4/4/2015,2015,Apr,2014-2015,1,,2,3.425,6.276,5.850416667,0.804,14.76
4/5/2015,2015,Apr,2014-2015,1,,2,2.389,2.675,2.905625,0,6.644
4/6/2015,2015,Apr,2014-2015,1,,2,0.726,3.015,2.883125,0,6.527
4/7/2015,2015,Apr,2014-2015,1,,2,1.767,2.4585,2.235125,0,6.566
4/8/2015,2015,Apr,2014-2015,1,MV:1 of 24 missing,3,3.536,2.397,2.35273913,0,5.39
4/9/2015,2015,Apr,2014-2015,1,,2,8.97,6.515,6.600041667,1.921,15.01
4/10/2015,2015,Apr,2014-2015,1,,2,5.681,10.29,8.487458333,0,22.99
4/11/2015,2015,Apr,2014-2015,1,,2,6.416,6.752,6.273625,0,16.39
4/12/2015,2015,Apr,2014-2015,1,,2,9.46,6.8485,6.566041667,0,19.11
4/13/2015,2015,Apr,2014-2015,1,,2,5.53,11.63,12.063375,1.411,29.56
4/14/2015,2015,Apr,2014-2015,1,,2,8.5,4.5005,4.71025,0,12.64
4/15/2015,2015,Apr,2014-2015,1,,2,12.31,12.33,12.37625,3.548,25.75
4/16/2015,2015,Apr,2014-2015,1,,2,12.35,10.16,8.485541667,0,19.78
4/17/2015,2015,Apr,2014-2015,1,,2,2.423,3.2175,4.50875,0,20.66
4/18/2015,2015,Apr,2014-2015,1,,2,2.134,2.7405,3.050333333,0,9.43
4/19/2015,2015,Apr,2014-2015,1,,2,1.242,2.285,2.335083333,0,5.351
4/20/2015,2015,Apr,2014-2015,1,,2,5.393,2.2155,2.369583333,0,9.11
4/21/2015,2015,Apr,2014-2015,1,,2,7.312,7.268,7.176,0.196,14.76
4/22/2015,2015,Apr,2014-2015,1,,2,9.66,5.5525,5.164541667,0,18.25
4/23/2015,2015,Apr,2014-2015,1,,2,2.137,5.4095,5.116833333,0,17.4
4/24/2015,2015,Apr,2014-2015,1,,2,2.614,3.2115,3.194166667,0,6.801
4/25/2015,2015,Apr,2014-2015,1,,2,3.193,3.72,3.565375,0,7.84
4/26/2015,2015,Apr,2014-2015,1,,2,8.69,9.975,10.044,1.254,21.87
4/27/2015,2015,Apr,2014-2015,1,,2,13.34,9.5,9.528541667,2.352,22.44
4/28/2015,2015,Apr,2014-2015,1,,2,5.104,8.775,9.466916667,1.548,30.22
4/29/2015,2015,Apr,2014-2015,1,,2,10.7,7.0395,7.075875,0,16.62
4/30/2015,2015,Apr,2014-2015,1,,2,6.313,7.2785,7.497333333,2.274,17.74
5/1/2015,2015,May,2014-2015,1,,2,2.535,4.0485,3.810166667,0,10.72
5/2/2015,2015,May,2014-2015,1,,2,2.465,2.9505,3.075791667,0,7.918
5/3/2015,2015,May,2014-2015,1,,2,2.497,2.273,2.468458333,0,6.37
5/4/2015,2015,May,2014-2015,1,MV:1 of 24 missing,3,4.972,4.067,4.611913043,0,14.37
5/5/2015,2015,May,2014-2015,1,,2,2.541,3.059,3.066583333,0,7.585
5/6/2015,2015,May,2014-2015,1,,2,0.931,1.9615,1.905791667,0,4.822
5/7/2015,2015,May,2014-2015,1,,2,1.969,1.9465,1.82425,0,6.742
5/8/2015,2015,May,2014-2015,1,,2,1.984,1.589,1.976208333,0,6.723
5/9/2015,2015,May,2014-2015,1,,2,2.044,2.676,2.716833333,0,7.742
5/10/2015,2015,May,2014-2015,1,,2,2.961,2.8485,2.662041667,0,7.33
5/11/2015,2015,May,2014-2015,1,,2,3.967,3.545,3.606375,0,10.9
5/12/2015,2015,May,2014-2015,1,,2,2.137,2.38,2.322958333,0,6.448
5/13/2015,2015,May,2014-2015,1,,2,2.179,2.762,2.796041667,0,6.86
5/14/2015,2015,May,2014-2015,1,,2,3.086,2.236,2.080041667,0,5.116
5/15/2015,2015,May,2014-2015,1,,2,2.239,2.7745,2.788208333,0,6.978
5/16/2015,2015,May,2014-2015,1,,2,2.292,1.787,2.216958333,0,6.88
5/17/2015,2015,May,2014-2015,1,,2,0.818,3.059,2.929875,0,6.252
5/18/2015,2015,May,2014-2015,1,,2,1.713,1.8665,1.780333333,0,5.586
5/19/2015,2015,May,2014-2015,1,,2,2.34,1.5795,1.745375,0,6.213
5/20/2015,2015,May,2014-2015,1,,2,1.944,1.597,1.584625,0,5.606
5/21/2015,2015,May,2014-2015,1,,2,0.659,1.3025,1.627375,0,6.194
5/22/2015,2015,May,2014-2015,1,,2,0.997,2.0415,2.1955,0,6.056
5/23/2015,2015,May,2014-2015,1,,2,1.248,1.856,2.079208333,0,7.487
5/24/2015,2015,May,2014-2015,1,,2,2.164,2.8825,2.787791667,0,6.821
5/25/2015,2015,May,2014-2015,1,,2,0.999,2.043,2.035833333,0,6.076
5/26/2015,2015,May,2014-2015,1,,2,1.022,1.825,1.875875,0,5.88
5/27/2015,2015,May,2014-2015,1,,2,1.837,1.964,1.787083333,0,5.743
5/28/2015,2015,May,2014-2015,1,,2,2.959,3.3755,3.618041667,0,7.703
5/29/2015,2015,May,2014-2015,1,,2,1.572,1.9725,2.000916667,0,5.664
5/30/2015,2015,May,2014-2015,1,,2,1.264,1.489,1.989083333,0,6.292
5/31/2015,2015,May,2014-2015,1,,2,1.962,2.2465,1.833333333,0,5.547
6/1/2015,2015,Jun,2014-2015,1,,2,3.299,2.105,2.47625,0,7.115
6/2/2015,2015,Jun,2014-2015,1,,2,5.33,4.6435,4.739458333,1.156,9.49
6/3/2015,2015,Jun,2014-2015,1,,2,0.46,2.525,2.586708333,0,9.64
6/4/2015,2015,Jun,2014-2015,1,,2,3.225,2.053,2.036291667,0,5.155
6/5/2015,2015,Jun,2014-2015,1,,2,2.9,3.112,3.558416667,0,9.19
6/6/2015,2015,Jun,2014-2015,1,,2,2.192,2.003,2.179708333,0,5.762
6/7/2015,2015,Jun,2014-2015,1,,2,1.959,2.2105,2.3675,0,7.154
6/8/2015,2015,Jun,2014-2015,1,,2,3.63,4.4505,4.632583333,0,11.88
6/9/2015,2015,Jun,2014-2015,1,,2,1.44,4.4255,4.347666667,0.216,9.84
6/10/2015,2015,Jun,2014-2015,1,,2,4.066,2.4665,2.661583333,0,6.664
6/11/2015,2015,Jun,2014-2015,1,,2,3.793,4.173,4.0025,0.235,8.58
6/12/2015,2015,Jun,2014-2015,1,,2,5.19,5.7715,5.749416667,0.862,11.62
6/13/2015,2015,Jun,2014-2015,1,,2,2.083,3.5565,3.612208333,0,8.47
6/14/2015,2015,Jun,2014-2015,1,,2,2.169,2.624,2.589166667,0,6.782
6/15/2015,2015,Jun,2014-2015,1,,2,1.462,1.739,1.702625,0,4.469
6/16/2015,2015,Jun,2014-2015,1,,2,0.783,2.088,2.168375,0,7.076
6/17/2015,2015,Jun,2014-2015,1,,2,2.095,2.676,2.717291667,0,8.49
6/18/2015,2015,Jun,2014-2015,1,,2,3.844,3.8045,4.208041667,0.451,8.88
6/19/2015,2015,Jun,2014-2015,1,,2,2.48,3.97,4.109291667,0.353,9.53
6/20/2015,2015,Jun,2014-2015,1,,2,3.1,2.6645,2.591958333,0,5.88
6/21/2015,2015,Jun,2014-2015,1,,2,0.853,2.2945,2.305625,0,5.743
6/22/2015,2015,Jun,2014-2015,1,,2,1.454,3.1955,3.858375,0,10.78
6/23/2015,2015,Jun,2014-2015,1,,2,0.76,2.0185,1.900458333,0,5.449
6/24/2015,2015,Jun,2014-2015,1,,2,1.897,4.096,4.189791667,0,12.66
6/25/2015,2015,Jun,2014-2015,1,,2,1.838,5.7405,5.232625,0,16.56
6/26/2015,2015,Jun,2014-2015,1,,2,3.102,3.2715,3.391583333,0,7.781
6/27/2015,2015,Jun,2014-2015,1,,2,2.869,2.693,2.827666667,0.02,8.58
6/28/2015,2015,Jun,2014-2015,1,,2,1.466,2.51,2.335,0,6.194
6/29/2015,2015,Jun,2014-2015,1,,2,1.57,2.1305,1.92875,0,5.684
6/30/2015,2015,Jun,2014-2015,1,,2,3.022,4.4395,4.2075,0.353,9.13
7/1/2015,2015,Jul,2014-2015,1,,2,2.504,3.0555,3.175166667,0.118,7.683
7/2/2015,2015,Jul,2014-2015,1,,2,1.953,2.591,2.498958333,0.059,6.194
7/3/2015,2015,Jul,2014-2015,1,,2,2.402,3.8595,3.634625,0,9.43
7/4/2015,2015,Jul,2014-2015,1,,2,2.367,3.5875,3.723291667,0.02,12.27
7/5/2015,2015,Jul,2014-2015,1,,2,1.114,2,2.079875,0,5.272
7/6/2015,2015,Jul,2014-2015,1,,2,4.34,4.4925,4.810208333,0,11.15
7/7/2015,2015,Jul,2014-2015,1,,2,1.372,3.8965,3.374083333,0,7.232
7/8/2015,2015,Jul,2014-2015,1,,2,1.94,1.5895,1.426791667,0,5.566
7/9/2015,2015,Jul,2014-2015,1,,2,1.797,1.9665,2.011458333,0,6.527
7/10/2015,2015,Jul,2014-2015,1,,2,3.41,3.2285,3.753333333,0,8.82
7/11/2015,2015,Jul,2014-2015,1,,2,3.813,2.5925,2.333708333,0,5.998
7/12/2015,2015,Jul,2014-2015,1,,2,3.503,3.964,4.54175,0.725,13.86
7/13/2015,2015,Jul,2014-2015,1,,2,0.848,4.204,3.644416667,0,6.938
7/14/2015,2015,Jul,2014-2015,1,,2,2.882,2.1535,2.334458333,0,5.743
7/15/2015,2015,Jul,2014-2015,1,,2,2.039,3.105,3.367708333,0,10.04
7/16/2015,2015,Jul,2014-2015,1,,2,2.711,2.4905,3.010375,0,9.06
7/17/2015,2015,Jul,2014-2015,1,,2,4.861,4.1795,4.335291667,0,11.13
7/18/2015,2015,Jul,2014-2015,1,,2,3.024,3.0675,3.300875,0,9.53
7/19/2015,2015,Jul,2014-2015,1,,2,3.113,2.9025,2.735791667,0,7.507
7/20/2015,2015,Jul,2014-2015,1,,2,5.322,4.7625,4.781666667,0.686,13.37
7/21/2015,2015,Jul,2014-2015,1,,2,1.701,2.8735,2.642833333,0,7.154
7/22/2015,2015,Jul,2014-2015,1,,2,0.97,2.788,2.64375,0,6.703
7/23/2015,2015,Jul,2014-2015,1,,2,7.221,6.195,5.06225,0,14.33
7/24/2015,2015,Jul,2014-2015,1,,2,6.448,6.2645,5.715708333,0.608,11.17
7/25/2015,2015,Jul,2014-2015,1,,2,2.325,5.7725,5.496541667,0.862,12.25
7/26/2015,2015,Jul,2014-2015,1,,2,1.935,2.227,2.355458333,0,5.86
7/27/2015,2015,Jul,2014-2015,1,,2,4.118,3.8155,3.341041667,0.314,7.507
7/28/2015,2015,Jul,2014-2015,1,,2,3.564,5.6235,5.432083333,2.156,10.39
7/29/2015,2015,Jul,2014-2015,1,,2,2.213,2.3285,2.425166667,0,6.468
7/30/2015,2015,Jul,2014-2015,1,,2,1.986,2.6845,2.73175,0.157,6.429
7/31/2015,2015,Jul,2014-2015,1,,2,1.666,2.2225,2.208,0,6.527
8/1/2015,2015,Aug,2014-2015,1,,2,2.341,2.381,2.546916667,0,7.899
8/2/2015,2015,Aug,2014-2015,1,,2,1.798,1.3895,1.545666667,0,4.312
8/3/2015,2015,Aug,2014-2015,1,,2,1.259,2.359,2.451291667,0,10.39
8/4/2015,2015,Aug,2014-2015,1,,2,1.715,3.4495,3.331583333,0.353,8.72
8/5/2015,2015,Aug,2014-2015,1,,2,2.496,2.108,2.368583333,0,6.39
8/6/2015,2015,Aug,2014-2015,1,,2,6.472,5.0805,4.635125,0.549,10.66
8/7/2015,2015,Aug,2014-2015,1,,2,3.068,3.06,4.111,0,12.94
8/8/2015,2015,Aug,2014-2015,1,,2,2.04,2.0205,2.108375,0,6.997
8/9/2015,2015,Aug,2014-2015,1,,2,2.366,2.7545,2.787541667,0,7.036
8/10/2015,2015,Aug,2014-2015,1,,2,2.526,2.2025,2.02975,0,5.292
8/11/2015,2015,Aug,2014-2015,1,,2,1.982,2.16,2.13175,0,6.919
8/12/2015,2015,Aug,2014-2015,1,,2,1.951,1.812,1.960791667,0,6.311
8/13/2015,2015,Aug,2014-2015,1,,2,2.609,2.747,2.856833333,0,8.19
8/14/2015,2015,Aug,2014-2015,1,,2,2.732,2.293,2.243375,0,5.488
8/15/2015,2015,Aug,2014-2015,1,,2,2.806,2.322,2.549875,0,7.546
8/16/2015,2015,Aug,2014-2015,1,,2,1.687,2.3155,2.20625,0,5.174
8/17/2015,2015,Aug,2014-2015,1,,2,5.223,2.581,2.992458333,0,10.41
8/18/2015,2015,Aug,2014-2015,1,,2,2.467,3.221,3.367375,0,8.9
8/19/2015,2015,Aug,2014-2015,1,,2,1.712,2.603,3.0705,0,10.29
8/20/2015,2015,Aug,2014-2015,1,,2,1.397,2.0875,2.426083333,0,7.252
8/21/2015,2015,Aug,2014-2015,1,,2,1.1,2.3695,2.355208333,0,7.546
8/22/2015,2015,Aug,2014-2015,1,,2,1.818,4.0735,4.261708333,0.216,10.64
8/23/2015,2015,Aug,2014-2015,1,,2,1.994,1.995,2.08025,0,4.92
8/24/2015,2015,Aug,2014-2015,1,,2,3.139,3.1,3.22425,0,7.722
8/25/2015,2015,Aug,2014-2015,1,,2,2.406,3.2345,2.933416667,0,10.05
8/26/2015,2015,Aug,2014-2015,1,,2,1.107,1.612,1.78425,0,4.606
8/27/2015,2015,Aug,2014-2015,1,,2,2.24,2.068,1.96375,0,5.958
8/28/2015,2015,Aug,2014-2015,1,,2,7.474,7.661,7.411416667,1.607,16.56
8/29/2015,2015,Aug,2014-2015,1,,2,9.12,3.164,4.884208333,0,14.97
8/30/2015,2015,Aug,2014-2015,1,,2,4.424,9.235,9.646583333,1.392,23.25
8/31/2015,2015,Aug,2014-2015,1,,2,5.198,5.2695,5.458833333,0,12.07
9/1/2015,2015,Sep,2014-2015,1,,2,5.512,7.994,7.656291667,1.274,16.7
9/2/2015,2015,Sep,2014-2015,1,,2,2.847,2.553,2.668458333,0,7.997
9/3/2015,2015,Sep,2014-2015,1,,2,1.704,3.013,2.755916667,0,6.507
9/4/2015,2015,Sep,2014-2015,1,,2,1.293,1.505,1.607708333,0,4.763
9/5/2015,2015,Sep,2014-2015,1,,2,1.499,2.7785,3.198583333,0,10.56
9/6/2015,2015,Sep,2014-2015,1,,2,4.028,3.5925,3.051958333,0,8.9
9/7/2015,2015,Sep,2014-2015,1,,2,8.27,7.8005,7.326708333,1.999,15.62
9/8/2015,2015,Sep,2014-2015,1,,2,12.47,6.88,7.169041667,1.274,19.58
9/9/2015,2015,Sep,2014-2015,1,,2,1.975,6.572,6.543708333,0.608,17.13
9/10/2015,2015,Sep,2014-2015,1,,2,2.333,1.972,1.844666667,0,4.978
9/11/2015,2015,Sep,2014-2015,1,,2,1.575,2.055,2.109208333,0,5.586
9/12/2015,2015,Sep,2014-2015,1,,2,2.914,2.5975,2.526666667,0,6.527
9/13/2015,2015,Sep,2014-2015,1,,2,2.275,3.143,3.309291667,0.314,7.605
9/14/2015,2015,Sep,2014-2015,1,,2,1.632,2.3245,2.771291667,0,7.115
9/15/2015,2015,Sep,2014-2015,1,,2,2.458,3.119,3.370708333,0,9.29
9/16/2015,2015,Sep,2014-2015,1,,2,5.681,3.3435,3.619375,0,10.98
9/17/2015,2015,Sep,2014-2015,1,,2,8.15,5.744,5.244208333,0,12.84
9/18/2015,2015,Sep,2014-2015,1,,2,12.04,10.685,10.48775,2.92,19.35
9/19/2015,2015,Sep,2014-2015,1,,2,1.294,5.1295,5.381291667,0,17.35
9/20/2015,2015,Sep,2014-2015,1,,2,3.126,1.879,1.845291667,0,5.9
9/21/2015,2015,Sep,2014-2015,1,,2,10.34,5.7445,5.8365,1.098,15.27
9/22/2015,2015,Sep,2014-2015,1,,2,8.91,8.64,8.655041667,1.764,17.07
9/23/2015,2015,Sep,2014-2015,1,,2,9.31,6.4735,7.175875,1.627,17.88
9/24/2015,2015,Sep,2014-2015,1,,2,5.204,7.372,7.029416667,1.705,17.88
9/25/2015,2015,Sep,2014-2015,1,,2,2.159,5.3045,4.966833333,0,14.27
9/26/2015,2015,Sep,2014-2015,1,,2,4.587,2.7495,2.792,0,7.35
9/27/2015,2015,Sep,2014-2015,1,,2,2.113,2.067,2.461541667,0,7.879
9/28/2015,2015,Sep,2014-2015,1,,2,2.095,2.1615,2.12175,0,5.645
9/29/2015,2015,Sep,2014-2015,1,,2,0.934,1.045,1.102708333,0,2.94
9/30/2015,2015,Sep,2014-2015,1,,2,1.181,1.017,1.375666667,0,5.331
10/1/2015,2015,Oct,2015-2016,1,,2,4.808,1.931,2.104666667,0,8.43
10/2/2015,2015,Oct,2015-2016,1,,2,5.603,5.072,4.99525,0,11.98
10/3/2015,2015,Oct,2015-2016,1,,2,1.549,2.779,2.969,0,9.29
10/4/2015,2015,Oct,2015-2016,1,,2,1.472,2.017,1.958208333,0,5.155
10/5/2015,2015,Oct,2015-2016,1,,2,2.792,1.799,1.911791667,0,5.292
10/6/2015,2015,Oct,2015-2016,1,,2,4.591,3.415,3.304416667,0,8.57
10/7/2015,2015,Oct,2015-2016,1,,2,6.907,3.7365,3.972583333,0,13.74
10/8/2015,2015,Oct,2015-2016,1,,2,11.38,10.635,10.835625,2.862,23.09
10/9/2015,2015,Oct,2015-2016,1,,2,13.06,13.195,13.72125,3.587,28.4
10/10/2015,2015,Oct,2015-2016,1,,2,6.122,10.88,10.10575,1.744,20.68
10/11/2015,2015,Oct,2015-2016,1,,2,7.414,9.675,10.32891667,2.254,30.11
10/12/2015,2015,Oct,2015-2016,1,,2,5.911,6.7305,6.85025,1.725,12.72
10/13/2015,2015,Oct,2015-2016,1,,2,2.379,5.746,4.903041667,0,10.21
10/14/2015,2015,Oct,2015-2016,1,,2,3.773,3.2715,2.970291667,0,6.742
10/15/2015,2015,Oct,2015-2016,1,,2,3.846,2.147,2.522333333,0,7.526
10/16/2015,2015,Oct,2015-2016,1,,2,6.295,2.987,3.002708333,0,10.64
10/17/2015,2015,Oct,2015-2016,1,,2,2.188,3.6425,3.316333333,0,10.29
10/18/2015,2015,Oct,2015-2016,1,,2,2.325,5.2585,5.069625,0,14.23
10/19/2015,2015,Oct,2015-2016,1,,2,3.407,3.8615,3.583625,0,9.8
10/20/2015,2015,Oct,2015-2016,1,,2,12.78,5.8855,5.7575,0,20.58
